name,number,from,to,departure_time,arrival_time,price,duration_hours,link,
Akasa Air,AK500,Kochi,Lucknow,11:15,13:21,7891,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6183,Chandigarh,Guwahati,17:45,19:39,5557,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7503,Guwahati,Chandigarh,02:00,03:12,3314,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9987,Srinagar,Goa,23:30,02:00,7302,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP9528,Goa,Jaipur,18:15,20:21,7820,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI7890,Bangalore,Goa,10:30,12:24,5859,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3766,Jaipur,Lucknow,17:45,20:09,6506,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP5868,Lucknow,Goa,16:15,18:57,9066,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI5074,Goa,Chandigarh,04:30,06:48,7180,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI8301,Mumbai,Goa,01:00,03:24,6170,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK1932,Lucknow,Hyderabad,13:45,16:09,6348,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6307,Bangalore,Chennai,22:15,23:27,3963,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN2166,Pune,Srinagar,00:15,02:33,8820,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN6886,Delhi,Guwahati,00:45,03:03,8220,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP8522,Bangalore,Ahmedabad,04:00,05:54,6252,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9041,Srinagar,Mumbai,21:15,23:15,6258,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7607,Kolkata,Kochi,14:00,16:30,6265,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI1448,Kolkata,Mumbai,16:00,18:12,8087,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9517,Goa,Delhi,22:45,02:03,9751,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6028,Ahmedabad,Lucknow,06:00,08:12,8071,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9542,Guwahati,Delhi,08:00,09:18,4685,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN6731,Lucknow,Kolkata,08:30,11:36,10856,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI2958,Ahmedabad,Chennai,23:45,01:57,8663,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI4773,Guwahati,Goa,04:30,08:00,13538,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7587,Mumbai,Kolkata,20:30,22:12,6446,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI2263,Ahmedabad,Srinagar,00:00,01:18,4331,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9938,Guwahati,Pune,05:45,07:27,4263,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9859,Pune,Chandigarh,16:00,17:54,7512,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI3992,Goa,Bangalore,17:30,19:30,7038,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI6693,Mumbai,Hyderabad,07:45,10:15,6372,2.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI7034,Chandigarh,Lucknow,00:15,02:57,7395,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3127,Lucknow,Chennai,05:15,07:27,8181,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN5190,Hyderabad,Kolkata,06:45,10:09,13243,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI3696,Hyderabad,Guwahati,16:15,19:27,8435,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4899,Kolkata,Chandigarh,22:30,00:30,6296,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8565,Chennai,Mumbai,12:30,15:30,9822,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4842,Bangalore,Pune,02:15,03:51,4009,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI3329,Jaipur,Kochi,11:15,12:39,4905,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4277,Kolkata,Jaipur,20:45,23:15,7140,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7004,Goa,Ahmedabad,22:30,00:42,7328,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9831,Guwahati,Chandigarh,15:00,17:54,8656,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN8490,Mumbai,Lucknow,06:30,08:30,5614,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1128,Chandigarh,Srinagar,09:45,12:33,9640,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7647,Kolkata,Pune,02:00,03:00,3369,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK7133,Mumbai,Hyderabad,19:45,23:09,13491,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI6584,Bangalore,Guwahati,19:30,21:48,8082,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI4785,Goa,Srinagar,03:00,05:00,6444,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7731,Chandigarh,Srinagar,18:30,21:18,8800,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK4236,Mumbai,Delhi,12:30,14:48,7136,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4403,Chennai,Guwahati,04:00,07:12,11958,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3142,Lucknow,Mumbai,20:45,22:39,4846,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8335,Hyderabad,Ahmedabad,14:00,17:06,9420,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3237,Chennai,Mumbai,14:15,15:21,3251,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP4013,Ahmedabad,Delhi,15:30,18:18,9870,2.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN8677,Kolkata,Pune,22:15,23:57,5001,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5867,Jaipur,Chennai,05:15,06:45,4509,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9747,Chandigarh,Bangalore,02:15,03:33,4074,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2082,Delhi,Chandigarh,10:45,12:09,4235,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI165,Mumbai,Chandigarh,03:45,05:33,4903,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6548,Guwahati,Chandigarh,08:45,12:09,9044,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK8327,Chandigarh,Delhi,07:15,08:39,5556,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP142,Goa,Lucknow,18:15,21:27,12092,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN7331,Guwahati,Delhi,07:15,10:09,10541,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6578,Jaipur,Kochi,07:30,08:36,3252,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2377,Mumbai,Goa,01:15,03:57,7514,2.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP3013,Hyderabad,Guwahati,06:30,09:54,11012,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI6463,Srinagar,Chandigarh,13:45,14:51,4375,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI4400,Hyderabad,Guwahati,08:00,10:24,6540,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI7751,Mumbai,Chennai,09:00,12:18,8286,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP9210,Lucknow,Delhi,13:30,15:24,5525,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI9211,Chennai,Guwahati,21:45,00:15,9875,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP4081,Delhi,Kochi,01:00,02:36,4688,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI1604,Kochi,Pune,09:45,10:51,3509,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1977,Delhi,Kochi,16:45,18:27,6667,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP8777,Kochi,Srinagar,20:15,23:27,8633,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP5829,Lucknow,Jaipur,09:30,11:18,6971,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2491,Guwahati,Goa,21:45,22:51,4301,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI6191,Ahmedabad,Guwahati,23:15,01:21,7116,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK6783,Guwahati,Bangalore,04:45,06:45,5782,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4776,Goa,Chennai,17:15,19:15,5534,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6460,Chandigarh,Goa,21:15,00:39,11940,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8973,Ahmedabad,Goa,02:15,03:33,4566,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9184,Chandigarh,Goa,15:15,18:15,8259,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI862,Guwahati,Hyderabad,19:15,22:09,7325,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6867,Lucknow,Guwahati,02:45,04:21,4056,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI3221,Ahmedabad,Hyderabad,10:30,12:30,6534,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK1513,Bangalore,Kochi,01:15,03:09,6332,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN3048,Chandigarh,Bangalore,12:45,15:27,7271,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2543,Mumbai,Hyderabad,03:00,04:00,2881,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4044,Chandigarh,Delhi,05:30,06:30,2914,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3832,Kolkata,Delhi,14:00,15:54,5895,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8135,Mumbai,Bangalore,22:45,02:03,12259,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI3094,Chandigarh,Ahmedabad,11:30,13:24,5238,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI9930,Kochi,Bangalore,07:30,10:48,9867,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4675,Goa,Srinagar,22:45,01:51,11370,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8548,Pune,Guwahati,23:00,00:24,4312,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI7727,Jaipur,Srinagar,17:00,18:54,5530,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI4681,Chennai,Ahmedabad,18:15,20:57,8553,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI3937,Pune,Guwahati,00:45,03:21,9152,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9839,Goa,Lucknow,22:45,02:03,11328,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI7245,Guwahati,Lucknow,09:00,10:06,3797,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN2853,Kolkata,Delhi,23:00,01:18,8951,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI9431,Srinagar,Mumbai,22:45,00:57,5777,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3008,Pune,Chennai,20:00,22:06,6665,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI6015,Jaipur,Chennai,23:45,02:45,7698,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9748,Lucknow,Mumbai,16:00,17:42,4843,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9611,Guwahati,Hyderabad,20:30,22:18,5862,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5445,Bangalore,Pune,20:00,21:00,2678,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3424,Kolkata,Hyderabad,12:45,14:57,7581,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP9100,Lucknow,Delhi,03:00,04:54,7353,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN6959,Mumbai,Bangalore,18:15,19:33,4754,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN7065,Bangalore,Lucknow,19:15,20:51,6257,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9335,Goa,Bangalore,21:00,22:00,3876,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6974,Bangalore,Ahmedabad,01:45,02:57,4359,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP5244,Jaipur,Bangalore,19:00,21:36,10015,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN2258,Hyderabad,Delhi,06:00,07:06,3543,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP2640,Guwahati,Chennai,12:45,14:39,6758,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI1031,Kochi,Guwahati,04:00,05:30,4632,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI6900,Ahmedabad,Bangalore,09:30,12:42,12540,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI2398,Chandigarh,Jaipur,08:45,11:33,10404,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9088,Lucknow,Bangalore,06:30,09:54,10193,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI5939,Jaipur,Srinagar,17:00,19:36,8855,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN2278,Mumbai,Jaipur,09:00,10:36,5348,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN637,Lucknow,Chennai,15:30,17:54,8673,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4056,Delhi,Jaipur,23:15,00:57,5071,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI5666,Hyderabad,Lucknow,09:30,11:06,4588,1.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI1261,Goa,Delhi,07:00,09:18,8820,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI8811,Chennai,Pune,05:15,07:57,7125,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK7120,Delhi,Bangalore,13:00,14:18,3351,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP6268,Kolkata,Bangalore,23:00,01:18,7553,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9198,Goa,Jaipur,20:30,22:24,6138,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK8985,Jaipur,Kolkata,02:45,05:21,6827,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN7978,Chennai,Srinagar,20:30,22:12,5661,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Vistara,VI2229,Mumbai,Kochi,15:30,18:06,7826,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5652,Bangalore,Ahmedabad,17:15,19:33,9022,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP7428,Bangalore,Jaipur,18:30,19:36,3294,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7357,Delhi,Kolkata,15:30,16:30,2852,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI868,Kolkata,Guwahati,16:30,18:12,5004,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6311,Chennai,Pune,22:00,00:00,7696,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9770,Chandigarh,Ahmedabad,03:00,06:18,11781,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI3983,Kochi,Hyderabad,09:45,12:21,6858,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN8988,Kochi,Bangalore,16:45,20:09,13436,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN1683,Mumbai,Lucknow,18:45,21:45,10176,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK4876,Kochi,Goa,07:00,09:00,7928,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9533,Chandigarh,Goa,19:30,20:30,2507,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK960,Delhi,Jaipur,15:45,16:57,3867,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9682,Kolkata,Hyderabad,21:15,22:21,3064,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI1464,Pune,Guwahati,16:15,19:21,10288,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI9232,Chennai,Mumbai,06:15,09:39,10227,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK3408,Srinagar,Mumbai,11:45,14:45,8376,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI9742,Guwahati,Kolkata,18:15,19:51,4001,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI6394,Delhi,Jaipur,16:00,18:00,7124,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9784,Kochi,Kolkata,12:45,14:51,7345,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN1194,Goa,Mumbai,01:30,03:06,5483,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI3988,Jaipur,Chandigarh,15:15,17:39,8176,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI5328,Delhi,Chennai,18:45,19:51,2899,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK7754,Ahmedabad,Jaipur,06:15,07:57,6126,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI349,Mumbai,Goa,07:45,08:57,4748,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI3356,Kolkata,Guwahati,11:15,12:57,6172,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1560,Bangalore,Chennai,12:30,13:30,2914,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8973,Chennai,Kochi,09:00,10:48,4847,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3510,Mumbai,Pune,15:00,16:54,5755,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN3172,Lucknow,Kochi,11:45,14:03,5910,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4041,Mumbai,Ahmedabad,23:15,00:27,3662,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN8617,Delhi,Ahmedabad,02:30,03:30,2741,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP253,Chandigarh,Goa,19:45,23:03,8748,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP167,Srinagar,Hyderabad,18:30,19:54,4575,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP8051,Bangalore,Kolkata,09:30,12:24,8004,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6314,Chennai,Lucknow,07:00,08:12,3849,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5422,Jaipur,Kochi,15:30,17:18,6100,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5735,Bangalore,Pune,22:00,01:18,9312,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6413,Bangalore,Hyderabad,15:45,17:51,8183,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI3585,Delhi,Ahmedabad,06:45,08:21,5822,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI1144,Lucknow,Hyderabad,12:00,15:00,10065,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN307,Pune,Chennai,13:45,15:57,7374,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2655,Kolkata,Jaipur,14:30,17:18,11113,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2020,Ahmedabad,Guwahati,16:45,18:03,5171,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI2176,Hyderabad,Mumbai,19:30,20:48,4127,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5689,Bangalore,Goa,00:15,02:15,7912,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK8106,Srinagar,Hyderabad,21:45,23:27,4802,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9589,Ahmedabad,Chennai,21:45,23:27,4913,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN9194,Pune,Guwahati,14:00,15:42,6172,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI8513,Ahmedabad,Kolkata,15:30,18:36,9978,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9828,Chennai,Jaipur,13:30,14:54,4726,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6320,Bangalore,Kolkata,21:15,22:15,3905,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3027,Hyderabad,Srinagar,18:00,20:48,10035,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6686,Mumbai,Pune,04:45,05:57,3450,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI753,Bangalore,Mumbai,21:15,00:15,10569,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4034,Bangalore,Kolkata,18:00,20:18,6223,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK7735,Goa,Hyderabad,23:00,00:12,3417,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN6105,Srinagar,Bangalore,09:15,12:39,12801,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9599,Kolkata,Goa,00:00,02:18,5835,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK998,Chennai,Lucknow,08:15,10:27,8639,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4907,Ahmedabad,Chandigarh,00:30,01:36,3810,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP285,Chennai,Mumbai,09:45,12:45,10524,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN800,Kolkata,Chandigarh,23:45,01:33,5437,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI3345,Ahmedabad,Pune,00:45,02:45,6072,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI3831,Bangalore,Chennai,18:30,19:48,4189,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6938,Chennai,Mumbai,03:15,05:33,5871,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI264,Kolkata,Chennai,14:00,17:24,13297,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP6022,Chandigarh,Delhi,23:00,00:24,4412,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
